"Company_ID","Company_Name","Company_Type","Blacklisted?","Status","Date_Registered"
"653652e9-c7b2-41db-aa06-fbf95c0400df","dssdssdd","--","No","ACTIVE","2024-12-12T11:59:13.120Z"
"5f29635b-49ff-42a6-9d51-8870066c86a7","sdsds sdsd","--","No","ACTIVE","2024-12-12T11:43:24.638Z"
"3ab2d387-e89d-47ee-be98-6356405485f5","AVourVussine","--","No","ACTIVE","2024-12-12T11:32:36.944Z"
"1676964c-cf68-4d90-81d2-ec614cc797ad","CRACKERS CRACKERS","--","No","ACTIVE","2024-12-11T18:53:43.038Z"
"042930e4-50b4-42c4-873a-5edc7b912f28","Deep Resort","--","No","ACTIVE","2024-12-10T09:46:04.728Z"
"6e5f74be-36b3-49f4-a0ff-9b0ec9ee8500","Chi Business","--","No","ACTIVE","2024-12-09T17:59:13.649Z"
"e204ab94-4744-4ad1-b9b5-98179649ed70","Nenye Business","--","No","ACTIVE","2024-12-09T17:54:16.996Z"
"b0df134d-6bdd-4f8f-a007-11866527b8b6","Globalisation","--","No","ACTIVE","2024-12-07T16:15:04.298Z"
"6208624b-c7fe-42b6-a428-e14fb7cea282","obiscoe","--","No","ACTIVE","2024-12-06T12:24:20.894Z"
"e3bf5dbe-3e4b-4714-a3e3-8ad97d32a820","ric mike","--","No","ACTIVE","2024-12-06T12:15:38.141Z"
"f8990d90-63b2-4d01-b3ad-e9ad01ae4f32","referred business","--","No","ACTIVE","2024-12-06T08:53:06.201Z"
"6dc8f51b-cbd2-4aef-a2ac-495b6268c267","Refferal business","--","No","ACTIVE","2024-12-06T08:43:33.408Z"
"16a016a9-2d55-4c6c-b47c-029d61bb3edc","Stone End","--","No","ACTIVE","2024-12-05T17:58:06.779Z"
"5b7e5ae7-ca23-4f32-b923-e6a9072d1092","Spivac","--","No","ACTIVE","2024-12-04T07:02:52.924Z"
"6574ac12-9355-444d-ac28-9cf618707f15","Monotone","--","No","ACTIVE","2024-12-04T06:53:31.008Z"
"8e476389-b194-43d6-ab47-a9eb7ba078f7","meatrys1 mike","--","No","ACTIVE","2024-12-03T15:25:16.894Z"
"0b8dfe3b-b757-414e-85fe-d2b5034d8944","West End","--","No","ACTIVE","2024-12-03T11:56:23.605Z"
"6d3e476f-9609-4231-afc1-2e5948c8327c","Mac dona","--","No","ACTIVE","2024-12-03T11:43:53.595Z"
"8f5aa795-0fb5-44b3-9f67-67da740c01ab","sea food restaurant","--","No","ACTIVE","2024-12-03T10:58:14.305Z"
"2f0de483-be6d-4903-beed-bee8b590b896","test10101 Ric","--","No","ACTIVE","2024-12-03T08:06:18.403Z"
"f364fce5-a4fc-45a2-9c44-904affbb47c1","Sid restaurant","--","No","ACTIVE","2024-12-03T07:03:07.603Z"
"9c41652d-3eee-4507-b264-b2194f682422","Kabeer","--","No","ACTIVE","2024-12-02T10:56:32.961Z"
"044b6d17-bf84-4e76-a3d7-55e3a9b4df81","SACHIN R","--","No","ACTIVE","2024-12-02T10:48:49.286Z"
"907f0782-bab4-4bc1-85dd-4c14b6e15188","test sachin","--","No","ACTIVE","2024-12-02T08:01:50.662Z"
"3a94f3f5-91aa-47e2-9ac8-e36569b35b05","Jutra Stores","--","No","ACTIVE","2024-12-02T08:00:00.099Z"
"aef1b090-81e0-48ac-a40c-b8710d14f07c","Antigha Ventures","--","No","ACTIVE","2024-12-01T21:07:55.178Z"
"52392df4-78e7-4a64-b048-c585efb23e64","Testnov Inc.","--","No","ACTIVE","2024-12-01T18:19:41.283Z"
"656559a7-b980-4743-ad22-7699c8a93803","Test Inc.","--","No","ACTIVE","2024-12-01T18:17:50.471Z"
"a4e20660-b37c-468e-8109-85d808bebaf2","abcdef","--","No","ACTIVE","2024-11-29T15:48:01.076Z"
"b3583845-4056-4d12-aaf1-02031b940bce","Stark Home","--","No","ACTIVE","2024-11-29T15:44:55.077Z"
"45920341-7af6-442e-adcb-fd82cf67b1b3","test business jameel","--","No","ACTIVE","2024-11-27T17:37:32.503Z"
"b1e20fba-be92-49b3-bfe6-5432982dd802","Monotone Inc","--","No","ACTIVE","2024-11-25T09:13:25.222Z"
"be0b25eb-afd7-4bfc-8d55-6b6682dc5823","testei","--","No","ACTIVE","2024-11-25T08:20:39.095Z"
"e1d31c87-61b8-4347-9edc-c3cacfbb80e6","eihjeih enijire","--","No","ACTIVE","2024-11-24T22:03:18.098Z"
"12b7d291-9270-413c-8021-0181d88a7846","test1010101","--","No","ACTIVE","2024-11-24T21:31:55.420Z"
"d42e31b2-8635-4e22-bd07-1c1d9d582148","meatrys111","--","No","ACTIVE","2024-11-24T19:42:26.608Z"
"fe3f90d9-1182-460d-bac5-c5a989d7ad0a","test business101","--","No","ACTIVE","2024-11-24T18:19:29.696Z"
"966563e4-9469-4a05-bf05-763f58c15bfa","davez eatery","--","No","ACTIVE","2024-11-22T13:04:45.991Z"
"2ebaa913-c70f-42e8-986d-9b7a41a84c3d","dave eatery","--","No","ACTIVE","2024-11-22T13:00:47.180Z"
"3cac2dc2-bddb-4715-9261-ab15d467d46a","Ovim Inc.","--","No","ACTIVE","2024-11-22T10:38:03.875Z"
"6e8bc324-881b-4387-a7e7-ce29ce290c1a","TIPSY","--","No","ACTIVE","2024-11-22T09:02:58.281Z"
"5df6479a-f53d-4111-bf7e-1e5c334a9227","frinajaussori","--","No","ACTIVE","2024-11-19T13:14:35.891Z"
"d449a42b-9b45-444e-b40d-c6df29d55fa7","edaqui","--","No","ACTIVE","2024-11-19T06:53:11.991Z"
"b3dce631-32b3-4bb7-89f4-92ef4e2d3465","triquacau","--","No","ACTIVE","2024-11-18T12:20:03.112Z"
"213e4b83-151e-4126-ac8a-e86f4408de8b","Test Automation Comp","--","No","ACTIVE","2024-11-18T10:09:26.606Z"
"0bf8407d-1ed5-4ead-993d-79df06c98678","Aurelian Enterprises","--","No","ACTIVE","2024-11-18T07:27:12.076Z"
"197cfcc0-9bc0-45fe-8a1c-8e7b3394df3e","KFC test","--","No","ACTIVE","2024-11-18T05:32:46.674Z"
"1e25438d-23d6-44cd-8453-067e1b273d9e","Stark Enterprise","--","No","ACTIVE","2024-11-15T12:43:36.691Z"
"7df0ef52-5a6f-4ece-83c8-cd36ec8ce297","Savory Dining272","--","No","ACTIVE","2024-11-15T11:47:44.680Z"
"8c1b95b2-6708-44bc-84f9-d4c4b6871e47","Bistro Bliss896","--","No","ACTIVE","2024-11-14T22:43:01.204Z"
"e2c0b4b6-0daf-4ec7-b149-4640f84db2c2","Bistrofy598","--","No","ACTIVE","2024-11-14T22:11:15.987Z"
"e5934c18-2cd4-433f-b9f8-0ae03ca55fee","Savory Dining527","--","No","ACTIVE","2024-11-14T12:18:12.784Z"
"d3101761-1e50-45ee-939d-3fc2c2b8f49b","Lux Bite374","--","No","ACTIVE","2024-11-14T12:16:56.182Z"
"6d0e47ef-7fe4-45c3-84a0-edb542fd2429","Bistro Bliss122","--","No","ACTIVE","2024-11-14T12:15:39.678Z"
"5b7ebdd8-52c0-4eb7-9f9f-f2c9e7fcd6ea","Bistro Bliss621","--","No","ACTIVE","2024-11-14T11:58:49.975Z"
"3a4fef75-54a7-4050-9425-cf18cedd2476","Savory Dining838","--","No","ACTIVE","2024-11-14T11:56:01.017Z"
"8c3826ac-3083-4bc4-ae3e-ee65a736a349","Bistrofy478","--","No","ACTIVE","2024-11-14T11:54:02.909Z"
"181b7768-9b52-4f20-a061-74ffbac11a80","Feastify Plater893","--","No","ACTIVE","2024-11-14T10:24:02.387Z"
"862544d2-56c0-4595-a20d-aa265963567e","Lux Bite","--","No","ACTIVE","2024-11-14T10:11:34.080Z"
"055f586c-9d90-4e89-ac1c-b40399b9eef6","Bistro Bliss","--","No","ACTIVE","2024-11-14T10:09:20.904Z"
"9de9b732-b271-4bfd-ad7b-d9fbfba3c684","Test Bistro Bliss","--","No","ACTIVE","2024-11-13T23:13:46.580Z"
"fffd7160-c2af-4e4a-b639-fbd2c2cad11a","Test Enterprises","--","No","ACTIVE","2024-11-13T23:08:09.086Z"
"6a5d517b-20fa-49bc-9633-bba09034140a","Test Solutions","--","No","ACTIVE","2024-11-13T22:40:28.074Z"
"6ad4d026-a9a4-4986-8cd3-bae5fc0a6deb","kfg restaurant","--","No","ACTIVE","2024-11-13T09:59:53.974Z"
"6acdef54-dfd5-4bd4-b5bf-5cc333214831","Dinesh FAST FOOD JOIN","--","No","ACTIVE","2024-11-13T09:49:53.780Z"
"857f6e07-2bd5-447a-bfa5-891f313615ae","Oswald Rest","--","No","ACTIVE","2024-11-13T07:38:17.331Z"
"cc5d66cb-7b9e-44e2-b5ee-8317d68e06f2","Oswald","--","No","ACTIVE","2024-11-13T07:33:20.083Z"
"33fe344d-ecf7-4b5d-aafc-c4791818f94c","business","--","No","ACTIVE","2024-11-12T10:53:13.586Z"
"49a8d133-15f5-475e-8843-e0ad60804af6","food business","--","No","ACTIVE","2024-11-12T09:53:52.917Z"
"7ec3ccb5-3ef8-4f1f-970d-96aa03f0bdb4","Food business","--","No","ACTIVE","2024-11-12T09:47:31.536Z"
"72e7255b-03bf-4db1-afb2-2dffa5d37786","hihi business limited","--","No","ACTIVE","2024-11-12T04:02:45.189Z"
"1709e38d-97cc-4901-8eb3-9fc010ef2412","tVENTURES 1","--","No","ACTIVE","2024-11-11T23:26:51.892Z"
"722ed3b6-832e-4a0c-aef9-91984075f9e8","tVENTURES","--","No","ACTIVE","2024-11-11T23:22:24.987Z"
"1b2846dd-53b9-4787-a3b9-64eed16ffb0c","Enochhhh Enterprise","--","No","ACTIVE","2024-11-08T10:26:51.030Z"
"742be517-7e34-4edd-8d02-d1c4f9c64e35","Nifise's Enterprise","--","No","ACTIVE","2024-11-08T08:29:59.331Z"
"77356624-3e6f-4697-b736-c7609e35db5a","Nectar","--","No","ACTIVE","2024-11-06T08:46:15.246Z"
"73f829ec-6639-492a-81ae-ddfa60c7cb69","STAGING BUSINESS","--","No","ACTIVE","2024-11-01T09:33:12.514Z"
"1199db2c-9e4d-4953-8fbd-34ab57a0344a","STAGING USER_BIZ","--","No","ACTIVE","2024-11-01T09:28:52.875Z"
"9792d6d2-c5df-4615-b385-97ff63c27220","Laurel Tyler Business","--","No","ACTIVE","2024-11-01T07:27:37.658Z"
"4311a237-2ed5-45c6-9fd2-341cc5acaa99","Valentin Ava Business","--","No","ACTIVE","2024-10-31T08:05:56.459Z"
"a0656a1c-947f-4962-8c09-47752c11df61","richtest201","--","No","ACTIVE","2024-10-29T15:03:50.706Z"
"d7242c55-af37-47d1-bc65-3810c595debf","Dibbe","--","No","ACTIVE","2024-10-28T17:29:40.359Z"
"bb914c19-7ae8-4911-9cae-5a82ad950da4","offor resort","--","No","ACTIVE","2024-10-28T13:44:06.353Z"
"cdcfafdc-0c35-4f7c-ab1b-aff3ebce8b8f","BIZ TTHREE","--","No","ACTIVE","2024-10-28T11:08:23.386Z"
"d7cff456-666c-4526-86cf-db3c2701818e","BIZ TWO","--","No","ACTIVE","2024-10-28T11:07:03.296Z"
"d20debf5-c9a6-47e3-95a9-810bc9d889f0","BIZ ONE","--","No","ACTIVE","2024-10-28T11:05:18.263Z"
"3f7575ea-cee7-46b5-9cdb-9af43724ea63","Ovationary & Co","--","No","ACTIVE","2024-10-25T13:57:22.934Z"
"6521eda0-bf1c-4371-86b6-97f472e9b5e4","Samtil Enterprise","--","No","ACTIVE","2024-10-25T11:09:00.438Z"
"e6c6d8b0-1cbd-4f9e-8429-c81170de8edf","tester account","--","No","ACTIVE","2024-10-22T06:05:21.687Z"
"0041f343-6686-4075-9d97-f229d77f8adc","Abishake_RMS","--","No","ACTIVE","2024-10-21T13:28:09.185Z"
"cc86e271-4265-43af-8829-cd6517ea4837","RMS-Dev","--","No","ACTIVE","2024-10-21T13:12:05.078Z"
"9ed69a01-2128-4699-a51c-eda5b9adf9f6","bihake-dev","--","No","ACTIVE","2024-10-21T12:46:34.078Z"
"2586e536-9ad8-43a3-ace4-41ae7180d9ba","AbishakeTest001","--","No","ACTIVE","2024-10-21T07:34:03.075Z"
"d6a28d13-935a-4aa7-81fc-8d7a97db7f9d","Dev02","--","No","ACTIVE","2024-10-21T06:59:42.696Z"
"060eaaab-f62a-49b7-95ba-8992c5a450fe","Abis-RMS","--","No","ACTIVE","2024-10-20T07:26:09.983Z"
"b6057318-86b8-4198-96fa-823b0d40d0bb","kgf rep","--","No","ACTIVE","2024-10-17T08:07:41.491Z"
"de417528-4888-41c9-87f7-623e970a344c","kfg restaurent","--","No","ACTIVE","2024-10-17T05:32:57.178Z"
"d10cc051-c4e6-437a-9597-f4d2d83d0b58","Mayo and Shaw","--","No","ACTIVE","2024-10-16T12:26:05.977Z"
"da80e74c-26d2-4281-b0e6-56e2eb916a6c","BIGG MICH","--","No","ACTIVE","2024-10-15T08:36:25.835Z"
"8bd39701-037b-4228-8937-fe119e7629b6","Rhap's Greenery","--","No","ACTIVE","2024-10-14T08:57:12.438Z"
"c6bd9e86-9b10-45b0-b1f6-0a7503e32362","Milton Enterprises","--","No","ACTIVE","2024-10-11T13:04:46.435Z"
"0acfe688-2b84-415b-b277-f179d6a77a09","hifi blue","--","No","ACTIVE","2024-10-11T07:13:05.599Z"
"b92207d7-d609-47fb-8a48-de0882b5f44e","Sonny Enterprises","--","No","ACTIVE","2024-10-10T13:22:00.298Z"
"0b16754a-9c16-4436-a58c-b7a89d154a13","Dowings & Jones","--","No","ACTIVE","2024-10-10T12:56:42.898Z"
"8b3e98d2-ebb8-424a-a9b9-2722f9733283","Dwitghtly","--","No","ACTIVE","2024-10-10T12:49:15.828Z"
"fc30f5c9-4e1e-449c-bbca-6f10b94387e9","Sjango Enterprises","--","No","ACTIVE","2024-10-10T12:41:27.000Z"
"23c6ec05-c16f-4af5-ac16-c2a1a4f8b5fd","tutubusiness","--","No","ACTIVE","2024-10-10T12:35:11.307Z"
"e2995cdc-6f40-49a2-b6f1-54b737491bbe","Argyle Enterprises","--","No","ACTIVE","2024-10-10T05:35:05.603Z"
"f8026f23-6907-4de3-bd63-ea7ff8a40b4e","MarketplaceRMSDev","--","No","ACTIVE","2024-10-09T14:17:53.211Z"
"523e9749-57ef-40bb-b92e-353d16056c5b","richard dev 101","--","No","ACTIVE","2024-10-09T13:40:26.972Z"
"8eb8ff6f-fecc-402e-961e-6b6bdaeb1b53","duchm","--","No","ACTIVE","2024-10-09T11:36:10.707Z"
"29c44870-5abf-4aeb-8870-0a79a2e599d1","Leone Conglomerates","--","No","ACTIVE","2024-10-08T12:05:14.506Z"
"7892ed7e-1986-4e86-a737-23c5cc40e3d1","Cordelia Wilfredo Business","--","No","ACTIVE","2024-10-08T10:56:08.197Z"
"66fb6a6a-71b5-4a08-b18f-c3827f092cd6","Korbin Alba Business","--","No","ACTIVE","2024-10-07T10:42:24.535Z"
"12fa6cf0-2f4c-40a4-9799-23938329b812","ghtthu","--","No","ACTIVE","2024-10-07T07:23:42.808Z"
"5c334a02-f660-4fcf-908c-41d423584c4d","Evergarden Enterprises","--","No","ACTIVE","2024-10-04T12:06:14.404Z"
"5706a8c7-38b8-40c3-b180-e23ef964379c","Brad Petra Business","--","No","ACTIVE","2024-10-04T09:59:09.025Z"
"aae85b25-14e2-491d-baa4-b98355323ab5","Marketplace rms 2","--","No","ACTIVE","2024-10-04T08:52:37.597Z"
"2a6cae74-9df4-4c20-b3b7-bf5da61a3513","MarketplaceRMS5","--","No","ACTIVE","2024-10-04T08:46:20.220Z"
"70c54720-931f-435d-aa3c-3d1f69df134f","Precious Ventures","--","No","ACTIVE","2024-10-03T16:18:54.601Z"
"412389dd-fb77-4818-916a-7bd8643d8950","Oduyale and Sons","--","No","ACTIVE","2024-10-03T08:44:31.211Z"
"d1884ab0-234b-4457-ad8e-8a3050b0190b","Viole Enterprises","--","No","ACTIVE","2024-10-02T17:09:09.400Z"
"99bf3dc9-37fa-499d-bde5-480ea479de05","Dale Ashly Business","--","No","ACTIVE","2024-10-02T16:16:47.652Z"
"64f9cd0e-e5f1-4da6-bd5d-b4a8cddd38e3","yuit tyu","--","No","ACTIVE","2024-10-02T16:01:36.517Z"
"944320bf-e973-4d09-b399-662d657115cb","TUI business","--","No","ACTIVE","2024-10-02T15:59:43.405Z"
"94c3904a-80fa-4ade-bce3-bb926f72127a","Grace Anatomy Hospital","--","No","ACTIVE","2024-10-02T10:33:35.499Z"
"2354e2e3-2ccb-433b-aada-d247cd43d94b","Hillard Kayleigh Business","--","No","ACTIVE","2024-10-02T07:31:42.908Z"
"7ec93c8b-76fd-4e02-b0fe-ef4b18d6d25e","WillyJones","--","No","ACTIVE","2024-10-01T17:00:07.204Z"
"8193089a-b2de-4ae2-8c9f-f6b964481881","Shuran Enterprises","--","No","ACTIVE","2024-09-30T15:35:45.429Z"
"03304ce4-5646-4cc0-9c30-609bda828a96","Bravolis Enterprises","--","No","ACTIVE","2024-09-30T15:33:07.603Z"
"21642736-6fe6-49dc-99dc-6c8dafcf1b49","Orville Enterprises","--","No","ACTIVE","2024-09-30T14:58:23.494Z"
"2cf679e2-5b68-42bb-982e-f6070b74103c","English Enterprises","--","No","ACTIVE","2024-09-30T14:53:37.191Z"
"9fc64b95-6ef7-4b7c-8353-042c34debb64","Kane Enterprises","--","No","ACTIVE","2024-09-30T14:34:51.199Z"
"8e44a4aa-201b-4181-a42c-f238a94b2f95","Constantine Enterprises","--","No","ACTIVE","2024-09-30T14:27:34.300Z"
"a0568ffb-8274-41de-b79f-16fbab7f3793","Warner Bros Company","--","No","ACTIVE","2024-09-30T14:16:57.127Z"
"2fd6fbf1-1016-4251-9cef-efffc79d7213","Marvel Enterprises","--","No","ACTIVE","2024-09-30T09:54:02.366Z"
"d073b986-bdf9-4530-b783-a504c8b5e883","Chicken Republic","--","No","ACTIVE","2024-09-30T08:42:44.198Z"
"8c7ee014-8cac-4312-bfa4-a909576f3d7c","Baylor Businessese","--","No","ACTIVE","2024-09-27T17:03:07.276Z"
"5ef58db4-85cb-4e41-9697-68a572ae542d","rancho Diaz business","--","No","ACTIVE","2024-09-27T15:13:40.081Z"
"da0b988f-4f4b-4643-a1da-f0a9c4676cf2","Marketplace RMS","--","No","ACTIVE","2024-09-26T21:11:58.904Z"
"ad037303-9d89-4420-af14-790e93aad603","Ice Bunny","--","No","ACTIVE","2024-09-26T19:06:10.860Z"
"219a062f-a871-4b7d-af4f-6e5d01587517","JoeJoe","--","No","ACTIVE","2024-09-26T14:21:08.143Z"
"ce59698a-8a41-45fa-b17e-a5d6b63b4b40","Ricky's Sweat Shop","--","No","ACTIVE","2024-09-26T14:14:58.028Z"
"bdbfe4bf-c3bd-40d6-9743-0d738b3d5d07","Souter Enterprises","--","No","ACTIVE","2024-09-26T13:42:57.864Z"
"3df3511c-b889-4540-be8c-01f070ba9a34","Basmat","--","No","ACTIVE","2024-09-26T10:46:07.290Z"
"7f8f4ecd-2d11-4b6e-ab0c-cc3bb0d24e49","Endure Inc","--","No","ACTIVE","2024-09-26T09:02:20.975Z"
"7b87833e-cc54-4abb-846e-73f5ae0ebf04","Festival Center","--","No","ACTIVE","2024-09-26T09:00:24.307Z"
"23f4f26f-66aa-45c7-b13b-f4214525a4ca","Bons international","--","No","ACTIVE","2024-09-26T08:58:26.134Z"
"02ca3021-a640-41d1-94c0-cb558eb448ff","Inc Ent","--","No","ACTIVE","2024-09-26T08:18:44.504Z"
"99b79f64-31ff-4e34-b613-4f116770d1af","Syril Enterprises","--","No","ACTIVE","2024-09-26T07:59:47.710Z"
"0dabdd5e-15a0-40f5-af10-27f9414f619b","Miguel Mariano Business","--","No","ACTIVE","2024-09-26T07:47:51.627Z"
"e5cc83c9-2b91-41c4-b1f0-c994065d2216","Instantfill Restaurant","--","No","ACTIVE","2024-09-26T07:38:26.455Z"
"df5a47f1-1a8a-4c74-ad7f-3bf013b221e5","The Eldar Enterprises","--","No","ACTIVE","2024-09-26T07:01:47.552Z"
"1894f627-34e0-40cd-8bae-c5194fc2b200","The Jolly Roger Enterprises","--","No","ACTIVE","2024-09-25T09:12:38.283Z"
"63b52dcb-b4c0-4d9f-8a14-e67495262a81","NewsArise","--","No","ACTIVE","2024-09-25T08:12:39.995Z"
"b050cd12-5352-4a76-815d-7b2c9508759e","Maes Kitchen","--","No","ACTIVE","2024-09-24T16:11:17.748Z"
"f65009e0-0d27-4e5c-b62f-b7eace0137b9","Cele Enterprises","--","No","ACTIVE","2024-09-24T15:36:44.126Z"
"374ed061-d845-43f6-89f8-da18f7352432","Eldari Enterprises","--","No","ACTIVE","2024-09-24T15:35:58.594Z"
"85a0b489-38bc-439f-b290-fbc0af16232c","Eldar Enterprises","--","No","ACTIVE","2024-09-24T15:34:18.938Z"
"530e20f5-e5d5-417d-b8e1-a20eab396b11","Mormoth","--","No","ACTIVE","2024-09-24T13:24:36.729Z"
"92cf752a-22f5-4d7b-8fb5-0f356f404a3a","joro resort","--","No","ACTIVE","2024-09-24T13:21:43.124Z"
"3d30cbb7-3237-47e2-9c7b-bdf0604dc79b","Chinny Enterprise","--","No","ACTIVE","2024-09-24T13:12:01.285Z"
"ce3b07a8-ddb9-4d3a-8452-f481750edf83","Danny","--","No","ACTIVE","2024-09-24T13:11:24.208Z"
"3ee244f9-029d-4837-a48c-7581aeeeeb67","Freddy Reggie","--","No","ACTIVE","2024-09-24T12:46:05.740Z"
"20950c91-5d23-4835-aaa2-06d153a3b823","Fred Reggie","--","No","ACTIVE","2024-09-24T12:44:38.984Z"
"61d4d676-2b08-4f6a-8e82-895afeeb81d7","Freddy Frank","--","No","ACTIVE","2024-09-24T12:28:39.437Z"
"1f556970-d2c8-40e2-9277-be6ab7f04376","Weakth yup","--","No","ACTIVE","2024-09-24T12:24:37.331Z"
"9a5130f9-2fef-4306-be7a-f29be64610a4","Adeyi Limited","--","No","ACTIVE","2024-09-24T12:13:59.751Z"
